표,컬럼,SQLite선언,PostgreSQL,분류,근거규정
fta_certificates,total_value,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
fta_certificates,currency,TEXT,text,글자,-
fta_certificates,issuer_id,INTEGER,bigint,정수,-
fta_certificates,issuer_name,TEXT,text,글자,-
fta_certificates,issued_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
fta_certificates,status,TEXT,text,글자,-
fta_certificates,remarks,TEXT,text,글자,-
fta_certificates,created_by,INTEGER,bigint,정수,-
fta_certificates,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
group_permissions,group_id,INTEGER,bigint,정수,-
group_permissions,permission_id,INTEGER,bigint,정수,-
ic_invoice_pairs,id,INTEGER,bigint identity,기본키(자동증가),-
ic_invoice_pairs,pair_code,TEXT,text,글자,-
ic_invoice_pairs,workflow_id,INTEGER,bigint,정수,-
ic_invoice_pairs,project_id,INTEGER,bigint,정수,-
ic_invoice_pairs,sell_entity,TEXT,text,글자,-
ic_invoice_pairs,buy_entity,TEXT,text,글자,-
ic_invoice_pairs,sell_node_id,INTEGER,bigint,정수,-
ic_invoice_pairs,buy_node_id,INTEGER,bigint,정수,-
ic_invoice_pairs,sell_invoice_id,INTEGER,bigint,정수,-
ic_invoice_pairs,buy_invoice_id,INTEGER,bigint,정수,-
ic_invoice_pairs,amount,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
ic_invoice_pairs,currency,TEXT,text,글자,-
ic_invoice_pairs,status,TEXT,text,글자,-
ic_invoice_pairs,matched_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
ic_invoice_pairs,note,TEXT,text,글자,-
ic_invoice_pairs,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
invoices,id,INTEGER,bigint identity,기본키(자동증가),-
invoices,invoice_no,TEXT,text,글자,-
invoices,order_id,INTEGER,bigint,정수,-
invoices,customer_id,INTEGER,bigint,정수,-
invoices,issue_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
invoices,amount_excl_vat,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
invoices,vat,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
invoices,total_amount,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
invoices,status,TEXT,text,글자,-
invoices,created_by,INTEGER,bigint,정수,-
invoices,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
issue_logs,id,INTEGER,bigint identity,기본키(자동증가),-
issue_logs,issue_id,INTEGER,bigint,정수,-
issue_logs,user_id,INTEGER,bigint,정수,-
issue_logs,action,TEXT,text,글자,-
issue_logs,content,TEXT,text,글자,-
issue_logs,old_status,TEXT,text,글자,-
issue_logs,new_status,TEXT,text,글자,-
issue_logs,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
issues,id,INTEGER,bigint identity,기본키(자동증가),-
issues,issue_no,TEXT,text,글자,-
issues,title,TEXT,text,글자,-
issues,severity,TEXT,text,글자,-
issues,issue_type,TEXT,text,글자,-
issues,status,TEXT,text,글자,-
issues,customer_id,INTEGER,bigint,정수,-
issues,customer_name,TEXT,text,글자,-
issues,project_id,INTEGER,bigint,정수,-
issues,mgmt_code,TEXT,text,글자,-
issues,biz_div,TEXT,text,글자,-
issues,occurred_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
issues,detected_by,TEXT,text,글자,-
issues,description,TEXT,text,글자,-
issues,root_cause,TEXT,text,글자,-
issues,action_taken,TEXT,text,글자,-
issues,prevention,TEXT,text,글자,-
issues,owner_team_id,INTEGER,bigint,정수,-
issues,owner_user_id,INTEGER,bigint,정수,-
issues,resolved_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
issues,cost_estimate,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
issues,related_change_id,INTEGER,numeric,비율·환율·중량,z1048 예외(소수 정당)
issues,created_by,INTEGER,bigint,정수,-
issues,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
issues,updated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
issues,sla_hours,INTEGER,bigint,정수,-
issues,detected_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
issues,responded_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
issues,recurrence_id,TEXT,text,글자,-
issues,sla_breached,INTEGER,bigint,정수,-
issues_out,id,INTEGER,bigint identity,기본키(자동증가),-
issues_out,part_id,INTEGER,bigint,정수,-
issues_out,requester_id,INTEGER,bigint,정수,-
issues_out,approver_id,INTEGER,bigint,정수,-
issues_out,requested_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
issues_out,issued_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
issues_out,qty,REAL,bigint,수량,z1048 수량=정수
issues_out,purpose,TEXT,text,글자,-
issues_out,status,TEXT,text,글자,-
mail_aliases,address,TEXT,text,글자,-
mail_aliases,user_id,INTEGER,bigint,정수,-
mail_aliases,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
mail_attachments,id,INTEGER,bigint identity,기본키(자동증가),-
mail_attachments,mail_id,INTEGER,bigint,정수,-
mail_attachments,filename,TEXT,text,글자,-
mail_attachments,mime,TEXT,text,글자,-
mail_attachments,size,INTEGER,bigint,정수,-
mail_attachments,path,TEXT,text,글자,-
mail_attachments,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
mail_attachments,content_id,TEXT,text,글자,-
mail_attachments,is_inline,INTEGER,bigint,정수,-
mail_attachments,data,BLOB,bytea,이진,-
mail_blocklist,id,INTEGER,bigint identity,기본키(자동증가),-
mail_blocklist,pattern,TEXT,text,글자,-
mail_blocklist,kind,TEXT,text,글자,-
mail_blocklist,note,TEXT,text,글자,-
mail_blocklist,created_by,INTEGER,bigint,정수,-
mail_blocklist,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
mail_fetch_accounts,id,INTEGER,bigint identity,기본키(자동증가),-
mail_fetch_accounts,owner_user_id,INTEGER,bigint,정수,-
mail_fetch_accounts,label,TEXT,text,글자,-
mail_fetch_accounts,protocol,TEXT,text,글자,-
mail_fetch_accounts,host,TEXT,text,글자,-
mail_fetch_accounts,port,INTEGER,bigint,정수,-
mail_fetch_accounts,use_ssl,INTEGER,bigint,정수,-
mail_fetch_accounts,username,TEXT,text,글자,-
mail_fetch_accounts,password_enc,TEXT,text,글자,-
mail_fetch_accounts,last_uid,INTEGER,bigint,정수,-
mail_fetch_accounts,enabled,INTEGER,bigint,정수,-
mail_fetch_accounts,last_run,TEXT,text,글자,-
mail_fetch_accounts,last_status,TEXT,text,글자,-
mail_fetch_accounts,last_count,INTEGER,bigint,수량,z1048 수량=정수
mail_fetch_accounts,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
mail_fetch_seen,account_id,INTEGER,bigint,수량,z1048 수량=정수
mail_fetch_seen,uidl,TEXT,text,글자,-
mail_fetch_seen,fetched_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
mail_large_files,id,INTEGER,bigint identity,기본키(자동증가),-
mail_large_files,token,TEXT,text,글자,-
mail_large_files,filename,TEXT,text,글자,-
mail_large_files,mime,TEXT,text,글자,-
mail_large_files,size,INTEGER,bigint,정수,-
mail_large_files,path,TEXT,text,글자,-
mail_large_files,uploaded_by,INTEGER,bigint,정수,-
mail_large_files,download_count,INTEGER,bigint,수량,z1048 수량=정수
mail_large_files,expires_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
mail_large_files,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
mail_messages,id,INTEGER,bigint identity,기본키(자동증가),-
mail_messages,user_id,INTEGER,bigint,정수,-
mail_messages,direction,TEXT,text,글자,-
mail_messages,from_email,TEXT,text,글자,-
mail_messages,from_name,TEXT,text,글자,-
mail_messages,to_email,TEXT,text,글자,-
mail_messages,cc,TEXT,text,글자,-
mail_messages,subject,TEXT,text,글자,-
mail_messages,body_text,TEXT,text,글자,-
mail_messages,body_html,TEXT,text,글자,-
mail_messages,category,TEXT,text,글자,-
mail_messages,lang,TEXT,text,글자,-
mail_messages,summary,TEXT,text,글자,-
mail_messages,is_read,INTEGER,bigint,정수,-
mail_messages,is_starred,INTEGER,bigint,정수,-
mail_messages,is_deleted,INTEGER,bigint,정수,-
mail_messages,raw_size,INTEGER,bigint,정수,-
mail_messages,received_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
mail_messages,read_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
mail_messages,deleted_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
mail_messages,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
mail_messages,bcc,TEXT,text,글자,-
mail_messages,dedup_hash,TEXT,text,글자,-
mail_messages,dup_count,INTEGER,bigint,수량,z1048 수량=정수
mail_messages,is_blocked,INTEGER,bigint,정수,-
mail_messages,risk_level,INTEGER,bigint,정수,-
mail_messages,risk_note,TEXT,text,글자,-
mail_rules,id,INTEGER,bigint identity,기본키(자동증가),-
mail_rules,user_id,INTEGER,bigint,정수,-
mail_rules,match_type,TEXT,text,글자,-
mail_rules,pattern,TEXT,text,글자,-
mail_rules,category,TEXT,text,글자,-
mail_rules,enabled,INTEGER,bigint,정수,-
mail_rules,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
mail_signatures,user_id,INTEGER,bigint identity,기본키(자동증가),-
mail_signatures,body,TEXT,text,글자,-
mail_signatures,updated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
material_request_items,id,INTEGER,bigint identity,기본키(자동증가),-
material_request_items,request_id,INTEGER,bigint,정수,-
material_request_items,line_no,INTEGER,bigint,정수,-
material_request_items,part_id,INTEGER,bigint,정수,-
material_request_items,quantity,REAL,bigint,수량,z1048 수량=정수
material_request_items,unit,TEXT,text,글자,-
material_request_items,is_new_review,INTEGER,bigint,정수,-
material_request_items,review_status,TEXT,text,글자,-
material_request_items,requested_part_no,TEXT,text,글자,-
material_request_items,requested_part_name,TEXT,text,글자,-
material_request_items,requested_spec,TEXT,text,글자,-
material_request_items,requested_maker,TEXT,text,글자,-
material_request_items,request_reason,TEXT,text,글자,-
material_request_items,registered_part_id,INTEGER,bigint,정수,-
material_request_items,review_note,TEXT,text,글자,-
material_request_items,quote_supplier_id,INTEGER,bigint,정수,-
material_request_items,quoted_price,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
material_request_items,quoted_lead_days,INTEGER,bigint,정수,-
material_request_items,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
material_request_items,updated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
material_requests,id,INTEGER,bigint identity,기본키(자동증가),-
material_requests,request_no,TEXT,text,글자,-
material_requests,request_type,TEXT,text,글자,-
material_requests,title,TEXT,text,글자,-
material_requests,project_id,INTEGER,bigint,정수,-
material_requests,requester_id,INTEGER,bigint,정수,-
material_requests,requester_team_id,INTEGER,bigint,정수,-
material_requests,status,TEXT,text,글자,-
material_requests,total_items,INTEGER,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
material_requests,new_item_count,INTEGER,bigint,수량,z1048 수량=정수
material_requests,note,TEXT,text,글자,-
material_requests,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
material_requests,updated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
meeting_actions,id,INTEGER,bigint identity,기본키(자동증가),-
meeting_actions,meeting_id,INTEGER,bigint,정수,-
meeting_actions,assignee_name,TEXT,text,글자,-
meeting_actions,assignee_user_id,INTEGER,bigint,정수,-
meeting_actions,task,TEXT,text,글자,-
meeting_actions,due_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
meeting_actions,source,TEXT,text,글자,-
meeting_actions,linked_task_id,INTEGER,bigint,정수,-
meeting_actions,status,TEXT,text,글자,-
meeting_actions,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
meeting_attendees,id,INTEGER,bigint identity,기본키(자동증가),-
meeting_attendees,meeting_id,INTEGER,bigint,정수,-
meeting_attendees,user_id,INTEGER,bigint,정수,-
meeting_attendees,name,TEXT,text,글자,-
meeting_attendees,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
meeting_decisions,id,INTEGER,bigint identity,기본키(자동증가),-
meeting_decisions,meeting_id,INTEGER,bigint,정수,-
meeting_decisions,who,TEXT,text,글자,-
meeting_decisions,what,TEXT,text,글자,-
meeting_decisions,due,TEXT,text,글자,-
meeting_decisions,source,TEXT,text,글자,-
meeting_decisions,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
meetings,id,INTEGER,bigint identity,기본키(자동증가),-
meetings,title,TEXT,text,글자,-
meetings,meeting_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
meetings,mode,TEXT,text,글자,-
meetings,team_id,INTEGER,bigint,정수,-
meetings,owner_id,INTEGER,bigint,정수,-
meetings,location,TEXT,text,글자,-
meetings,tags,TEXT,text,글자,-
meetings,attendees_text,TEXT,text,글자,-
meetings,body,TEXT,text,글자,-
meetings,summary,TEXT,text,글자,-
meetings,audio_path,TEXT,text,글자,-
meetings,visibility,TEXT,text,글자,-
meetings,status,TEXT,text,글자,-
meetings,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
meetings,updated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
meetings,project_id,INTEGER,bigint,정수,-
meetings,opportunity_id,INTEGER,bigint,정수,-
notifications,id,INTEGER,bigint identity,기본키(자동증가),-
notifications,user_id,INTEGER,bigint,정수,-
notifications,kind,TEXT,text,글자,-
notifications,title,TEXT,text,글자,-
notifications,body,TEXT,text,글자,-
notifications,link,TEXT,text,글자,-
notifications,task_id,INTEGER,bigint,정수,-
notifications,comment_id,INTEGER,bigint,정수,-
notifications,is_read,INTEGER,bigint,정수,-
notifications,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
notifications,prod_prid,INTEGER,bigint,정수,-
notifications,is_revision,INTEGER,bigint,정수,-
notifications,superseded,INTEGER,bigint,정수,-
notifications,card_json,TEXT,text,글자,-
notifications,revision_note,TEXT,text,글자,-
notify_blocks,id,INTEGER,bigint identity,기본키(자동증가),-
notify_blocks,name,TEXT,text,글자,-
notify_blocks,team_ids,TEXT,text,글자,-
notify_blocks,user_ids,TEXT,text,글자,-
notify_blocks,created_by,INTEGER,bigint,정수,-
notify_blocks,created_by_name,TEXT,text,글자,-
notify_blocks,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
notify_blocks,updated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
opp_dept_requests,id,INTEGER,bigint identity,기본키(자동증가),-
opp_dept_requests,opp_id,INTEGER,bigint,정수,-
opp_dept_requests,team_id,INTEGER,bigint,정수,-
opp_dept_requests,title,TEXT,text,글자,-
opp_dept_requests,detail,TEXT,text,글자,-
opp_dept_requests,due_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
opp_dept_requests,status,TEXT,text,글자,-
opp_dept_requests,pm_user_id,INTEGER,bigint,정수,-
opp_dept_requests,requested_by,INTEGER,bigint,정수,-
opp_dept_requests,assigned_by,INTEGER,bigint,정수,-
opp_dept_requests,assigned_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
opp_dept_requests,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
opp_dept_requests,updated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
opp_request_activities,id,INTEGER,bigint identity,기본키(자동증가),-
opp_request_activities,request_id,INTEGER,bigint,정수,-
opp_request_activities,user_id,INTEGER,bigint,정수,-
opp_request_activities,activity_type,TEXT,text,글자,-
opp_request_activities,hours,REAL,double precision,실수(비금액),-
opp_request_activities,act_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
opp_request_activities,memo,TEXT,text,글자,-
opp_request_activities,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
opp_request_members,id,INTEGER,bigint identity,기본키(자동증가),-
opp_request_members,request_id,INTEGER,bigint,정수,-
opp_request_members,user_id,INTEGER,bigint,정수,-
opp_request_members,role_in_req,TEXT,text,글자,-
opp_request_members,added_by,INTEGER,bigint,정수,-
opp_request_members,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
order_items,id,INTEGER,bigint identity,기본키(자동증가),-
order_items,order_id,INTEGER,bigint,정수,-
order_items,part_id,INTEGER,bigint,정수,-
order_items,qty,REAL,bigint,수량,z1048 수량=정수
order_items,unit_price,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
order_items,amount,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
order_items,allocated_qty,REAL,bigint,수량,z1048 수량=정수
order_items,unit_label,TEXT,text,글자,-
order_items,line_note,TEXT,text,글자,-
order_items,order_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
order_items,due_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
order_items,ship_to,TEXT,text,글자,-
order_items,currency,TEXT,text,글자,-
order_items,unit_status,TEXT,text,글자,-
order_items,is_export,INTEGER,bigint,정수,-
order_items,image_path,TEXT,text,글자,-
order_items,image_thumb_path,TEXT,text,글자,-
order_items,maker,TEXT,text,글자,-
order_items,origin,TEXT,text,글자,-
order_items,box_no,TEXT,text,글자,-
order_items,spec,TEXT,text,글자,-
order_items,arrival_status,TEXT,text,글자,-
order_items,supplier,TEXT,text,글자,-
order_items,unit,TEXT,text,글자,-
order_items,hs_code,TEXT,text,글자,-
order_items,duty_rate,REAL,numeric,비율·환율·중량,z1048 예외(소수 정당)
order_items,vat_rate,REAL,numeric,비율·환율·중량,z1048 예외(소수 정당)
order_items,invoice_unit_price,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
order_items,invoice_amount,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
order_items,invoice_unit_price_usd,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
order_items,invoice_amount_usd,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
order_items,duty_krw,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
order_items,duty_usd,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
order_items,final_amount_usd,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
order_items,description,TEXT,text,글자,-
order_items,pallet_size,TEXT,text,글자,-
order_items,weight_kg,REAL,numeric,비율·환율·중량,z1048 예외(소수 정당)
order_items,updated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
order_items,material_no,TEXT,text,글자,-
order_items,cost_price,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
order_items,margin_pct,REAL,numeric,비율·환율·중량,z1048 예외(소수 정당)
order_items,statement_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
order_items,tax_invoice_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
order_items,tax_invoice_amt1,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
order_items,tax_invoice_date2,TEXT,text,글자,-
order_items,tax_invoice_amt2,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
order_items,tax_invoice_date3,TEXT,text,글자,-
order_items,tax_invoice_amt3,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
order_items,status_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
order_items,cost_krw,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
order_items,sell_krw,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
order_items,due_date_orig,TEXT,text,글자,-
order_items,fx_rate,REAL,numeric,비율·환율·중량,z1048 예외(소수 정당)
order_items,po_no,TEXT,text,글자,-
order_status_history,id,INTEGER,bigint identity,기본키(자동증가),-
order_status_history,order_id,INTEGER,bigint,정수,-
order_status_history,from_status,TEXT,text,글자,-
order_status_history,to_status,TEXT,text,글자,-
order_status_history,changed_by,INTEGER,bigint,정수,-
order_status_history,changed_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
order_status_history,note,TEXT,text,글자,-
orders,id,INTEGER,bigint identity,기본키(자동증가),-
orders,order_no,TEXT,text,글자,-
orders,quote_id,INTEGER,bigint,정수,-
orders,customer_id,INTEGER,bigint,정수,-
orders,order_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
orders,due_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
orders,total_amount,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
orders,status,TEXT,text,글자,-
orders,created_by,INTEGER,bigint,정수,-
orders,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
orders,project_id,INTEGER,bigint,정수,-
orders,tax_invoice_issued,INTEGER,bigint,정수,-
orders,tax_invoice_no,TEXT,text,글자,-
orders,tax_invoice_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
orders,tax_invoice_note,TEXT,text,글자,-
orders,unit_label,TEXT,text,글자,-
orders,unit_note,TEXT,text,글자,-
orders,ship_to,TEXT,text,글자,-
orders,unit_qty,INTEGER,bigint,수량,z1048 수량=정수
orders,currency,TEXT,text,글자,-
orders,so_type,TEXT,text,글자,-
orders,statement_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
orders,updated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
orders,tax_invoice_amt1,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
orders,tax_invoice_date2,TEXT,text,글자,-
orders,tax_invoice_amt2,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
orders,tax_invoice_date3,TEXT,text,글자,-
orders,tax_invoice_amt3,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
orders,cc_name,TEXT,text,글자,-
orders,cc_dept,TEXT,text,글자,-
orders,cc_phone,TEXT,text,글자,-
orders,so_form,TEXT,text,글자,-
orders,exchange_rate,REAL,numeric,비율·환율·중량,z1048 예외(소수 정당)
orders,model_name,TEXT,text,글자,-
orders,equip_name,TEXT,text,글자,-
orders,po_type,TEXT,text,글자,-
packing_items,id,INTEGER,bigint identity,기본키(자동증가),-
packing_items,pl_id,INTEGER,bigint,정수,-
packing_items,part_id,INTEGER,bigint,정수,-
packing_items,qty,REAL,bigint,수량,z1048 수량=정수
packing_items,package_type,TEXT,text,글자,-
packing_items,weight,REAL,numeric,비율·환율·중량,z1048 예외(소수 정당)
packing_items,volume,REAL,double precision,실수(비금액),-
packing_lists,id,INTEGER,bigint identity,기본키(자동증가),-
packing_lists,pl_no,TEXT,text,글자,-
packing_lists,export_order_id,INTEGER,bigint,정수,-
packing_lists,total_packages,INTEGER,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
packing_lists,total_weight,REAL,numeric,비율·환율·중량,z1048 예외(소수 정당)
packing_lists,total_volume,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
packing_lists,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
part_aliases,id,INTEGER,bigint identity,기본키(자동증가),-
part_aliases,part_id,INTEGER,bigint,정수,-
part_aliases,alias_part_no,TEXT,text,글자,-
part_aliases,alias_part_no_norm,TEXT,text,글자,-
part_aliases,alias_part_name,TEXT,text,글자,-
part_aliases,source,TEXT,text,글자,-
part_aliases,merge_log_id,INTEGER,bigint,정수,-
part_aliases,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
part_attachments,id,INTEGER,bigint identity,기본키(자동증가),-
part_attachments,part_id,INTEGER,bigint,정수,-
part_attachments,file_path,TEXT,text,글자,-
part_attachments,file_name,TEXT,text,글자,-
part_attachments,file_size,INTEGER,bigint,정수,-
part_attachments,mime_type,TEXT,text,글자,-
part_attachments,kind,TEXT,text,글자,-
part_attachments,uploaded_by,INTEGER,bigint,정수,-
part_attachments,uploaded_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
part_dedup_dismissals,id,INTEGER,bigint identity,기본키(자동증가),-
part_dedup_dismissals,group_key,TEXT,text,글자,-
part_dedup_dismissals,dismissed_by,INTEGER,bigint,정수,-
part_dedup_dismissals,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
part_merge_log,id,INTEGER,bigint identity,기본키(자동증가),-
part_merge_log,canonical_id,INTEGER,bigint,정수,-
part_merge_log,canonical_part_no,TEXT,text,글자,-
part_merge_log,merged_part_id,INTEGER,bigint,정수,-
part_merge_log,merged_part_no,TEXT,text,글자,-
part_merge_log,snapshot_json,TEXT,text,글자,-
part_merge_log,moved_json,TEXT,text,글자,-
part_merge_log,dropped_json,TEXT,text,글자,-
part_merge_log,filled_json,TEXT,text,글자,-
part_merge_log,stock_transferred,REAL,double precision,실수(비금액),-
part_merge_log,adjust_delta,REAL,double precision,실수(비금액),-
part_merge_log,adjust_movement_id,INTEGER,bigint,정수,-
part_merge_log,performed_by,INTEGER,bigint,정수,-
part_merge_log,performed_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
part_merge_log,undone_by,INTEGER,bigint,정수,-
part_merge_log,undone_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
part_prices,id,INTEGER,bigint identity,기본키(자동증가),-
part_prices,part_id,INTEGER,bigint,정수,-
part_prices,supplier_id,INTEGER,bigint,정수,-
part_prices,price_type,TEXT,text,글자,-
part_prices,unit_price,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
part_prices,currency,TEXT,text,글자,-
part_prices,effective_from,TEXT,text,글자,-
part_prices,effective_to,TEXT,text,글자,-
